description,categorie,priorite,sentiment,reponse_template
Push notification frauduleuse reçue,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Erreur ERR-175 lors du changement de mot de passe,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
L'application ne reconnaît plus mon empreinte digitale,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Problème de synchronisation avec le site web,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Mise à jour 3.6.6 bloque l'application,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Impossible de télécharger mon relevé PDF,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Problème de double authentification,technique,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Session expirée en permanence,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Notifications push non reçues,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Site internet inaccessible depuis ce matin,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Site internet inaccessible depuis ce matin,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Lenteur excessive de l'application mobile,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Impossible de télécharger mon relevé PDF,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Push notification frauduleuse reçue,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Push notification frauduleuse reçue,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Problème d'affichage des soldes,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Session expirée en permanence,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Problème de synchronisation avec le site web,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Problème d'affichage des soldes,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
L'application ne charge plus mes comptes,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Site internet inaccessible depuis ce matin,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Je n'arrive plus à me connecter à l'application,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Mise à jour 2.6.5 bloque l'application,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Erreur ERR-931 lors de la validation d'un virement,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Site internet inaccessible depuis ce matin,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
L'application ne charge plus mes comptes,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
L'application ne reconnaît plus mon empreinte digitale,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Mise à jour 2.4.2 bloque l'application,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Site internet inaccessible depuis ce matin,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Erreur ERR-531: service temporairement indisponible,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Session expirée en permanence,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Impossible de télécharger mon relevé PDF,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Site internet inaccessible depuis ce matin,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Erreur ERR-173 lors du changement de mot de passe,technique,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Erreur ERR-620: service temporairement indisponible,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Problème de double authentification,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Lenteur excessive de l'application mobile,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Erreur ERR-479 lors de la validation d'un virement,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Impossible de télécharger mon relevé PDF,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
L'application ne reconnaît plus mon empreinte digitale,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Site internet inaccessible depuis ce matin,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Site internet inaccessible depuis ce matin,technique,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Erreur ERR-999 lors de la validation d'un virement,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
L'application mobile plante au démarrage,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Problème de synchronisation avec le site web,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
L'application mobile n'est plus compatible,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Mise à jour 1.6.6 bloque l'application,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Mise à jour 1.6.6 bloque l'application,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Erreur ERR-971: service temporairement indisponible,technique,basse,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Session expirée en permanence,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Site internet inaccessible depuis ce matin,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
L'application demande une activation en boucle,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Impossible de télécharger mon relevé PDF,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Push notification frauduleuse reçue,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Site internet inaccessible depuis ce matin,technique,moyenne,negatif,"Bonjour, notre équipe technique a été informée. Merci de votre patience. Cordialement"
Erreur ERR-565 lors de la validation d'un virement,technique,haute,negatif,"Bonjour, je comprends votre urgence. Notre équipe technique va résoudre ce problème rapidement. Cordialement"
Erreur ERR-878: service temporairement indisponible,technique,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
